strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
MH061899	zika	MH061899	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061899	?	?	?
MH061900	zika	MH061900	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061900	?	?	?
MH061910	zika	MH061910	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061910	?	?	?
MH061914	zika	MH061914	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061914	?	?	?
MH157200	zika	MH157200	2016-10-21	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157200	?	?	?
MH249064	zika	MH249064	2016-XX-XX	South America	Brazil	Belo Horizonte	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH249064	?	?	?
MH249065	zika	MH249065	2016-XX-XX	South America	Brazil	Belo Horizonte	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH249065	?	?	?
MH249067	zika	MH249067	2016-XX-XX	South America	Brazil	Belo Horizonte	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH249067	?	?	?
MH379780	zika	MH379780	2016-11-10	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH379780	?	?	?
MH675621	zika	MH675621	2016-05-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675621	?	?	?
MH675626	zika	MH675626	2016-08-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675626	?	?	?
MH675627	zika	MH675627	2016-08-XX	?	?	?	?	ENA	genome	Laboratory of Emerging Pathogens	https://www.ebi.ac.uk/ena/browser/view/MH675627	?	?	?
MH718912	zika	MH718912	2015-06-18	Asia	Russian Federation	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH718912	?	?	?
MH718922	zika	MH718922	2012-01-07	Asia	Russian Federation	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH718922	?	?	?
MH882535	zika	MH882535	2016-06-16	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH882535	?	?	?
MH916806	zika	MH916806	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH916806	?	?	?
MK028543	zika	MK028543	2017-01-18	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028543	?	?	?
MK028549	zika	MK028549	2017-03-03	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK028549	?	?	?
MK216713	zika	MK216713	2016-01-08	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216713	?	?	?
MK216734	zika	MK216734	2017-03-20	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216734	?	?	?
MK216742	zika	MK216742	2017-03-29	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216742	?	?	?
MK216747	zika	MK216747	2015-12-15	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216747	?	?	?
MK237994	zika	MK237994	2017-XX-XX	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK237994	?	?	?
MK238037	zika	MK238037	2018-10-10	Asia	India	 Rajasthan state	 Rajasthan state	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK238037	?	?	?
MK271846	zika	MK271846	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271846	?	?	?
MK696546	zika	MK696546	2018-06-XX	Asia	China	Jiangxi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK696546	?	?	?
MN025403	zika	MN025403	2018-08-29	Africa	Equatorial Guinea	 Faranah	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN025403	?	?	?
MN170705	zika	MN170705	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170705	?	?	?
MN171421	zika	MN171421	2015-12-21	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN171421	?	?	?
MP231720	zika	MP231720	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MP231720	?	?	?
MP251947	zika	MP251947	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MP251947	?	?	?
MT377497	zika	MT377497	2016-11-25	Asia	Thailand	Rayong	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MT377497	?	?	?
MW165881	zika	MW165881	2016-10-17	?	?	 Saint Thomas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW165881	?	?	?
MW915414	zika	MW915414	2016-11-22	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW915414	?	?	?
MW915415	zika	MW915415	2016-XX-XX	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MW915415	?	?	?
OK054351	zika	OK054351	2021-07-28	Asia	India	 Maharashtra State	 Maharashtra State	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054351	?	?	?
OK054396	zika	OK054396	2016-07-07	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054396	?	?	?
OK054397	zika	OK054397	2016-07-29	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054397	?	?	?
OK054404	zika	OK054404	2016-08-01	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054404	?	?	?
OK054413	zika	OK054413	2016-07-31	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054413	?	?	?
OK054440	zika	OK054440	2016-07-13	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054440	?	?	?
OK054465	zika	OK054465	2016-07-12	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054465	?	?	?
OK054470	zika	OK054470	2016-04-22	North America	Nicaragua	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK054470	?	?	?
OK573288	zika	OK573288	XXXX-XX-XX	North America	United States (USA)	 MD	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OK573288	?	?	?
OM831150	zika	OM831150	2017-03-XX	South America	Ecuador	 Huaquillas	 Huaquillas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831150	?	?	?
OM831153	zika	OM831153	2017-03-XX	South America	Ecuador	 Portobelo	 Portobelo	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OM831153	?	?	?
ON419474	zika	ON419474	2021-08-06	Asia	India	Trivandrum	Trivandrum	ENA	genome	ICMR-NIV-PUNE	https://www.ebi.ac.uk/ena/browser/view/ON419474	?	?	?
ON586852	zika	ON586852	2016-09-28	North America	Mexico	?	?	ENA	genome	A. Elizondo-Quiroga	https://www.ebi.ac.uk/ena/browser/view/ON586852	?	?	?
OP858770	zika	OP858770	2018-02-16	North America	Cuba	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OP858770	?	?	?
OQ734448	zika	OQ734448	2022-03-29	Europe	France	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OQ734448	?	?	?
OR264641	zika	OR264641	2023-02-14	Asia	Thailand	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR264641	?	?	?
OR535167	zika	OR535167	2020-XX-XX	Asia	Thailand	 Nakhon Ratchasima	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/OR535167	?	?	?
JC303440	zika	JC303440	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/JC303440	?	?	?
KF270887	zika	KF270887	2007-XX-XX	Africa	Gabon	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF270887	?	?	?
KF383034	zika	KF383034	1979-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383034	?	?	?
KF383042	zika	KF383042	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383042	?	?	?
KF383043	zika	KF383043	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383043	?	?	?
KF383050	zika	KF383050	1979-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383050	?	?	?
KF383054	zika	KF383054	2001-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383054	?	?	?
KF383066	zika	KF383066	1997-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383066	?	?	?
KF383074	zika	KF383074	1996-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383074	?	?	?
KF383091	zika	KF383091	2001-XX-XX	Africa	Senegal	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383091	?	?	?
KF383111	zika	KF383111	1990-XX-XX	Africa	Cote d'Ivoire	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383111	?	?	?
KF383121	zika	KF383121	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KF383121	?	?	?
KJ461621	zika	KJ461621	2013-XX-XX	Europe	Norway	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ461621	?	?	?
KJ873160	zika	KJ873160	2014-04-03	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KJ873160	?	?	?
KM078949	zika	KM078949	2014-04-03	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078949	?	?	?
KM078952	zika	KM078952	2014-04-11	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078952	?	?	?
KM078954	zika	KM078954	2014-04-18	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078954	?	?	?
KM078964	zika	KM078964	2014-04-29	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078964	?	?	?
KM078976	zika	KM078976	2014-05-04	South America	Chile	Easter Island	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM078976	?	?	?
KM212963	zika	KM212963	2014-01-23	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KM212963	?	?	?
KR815989	zika	KR815989	2015-XX-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KR815989	?	?	?
KU867812	zika	KU867812	2016-02-06	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU867812	?	?	?
KU926325	zika	KU926325	2016-02-22	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KU926325	?	?	?
KX013000	zika	KX013000	2016-02-17	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX013000	?	?	?
KX056898	zika	KX056898	2016-02-25	Asia	China	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX056898	?	?	?
KX101067	zika	KX101067	2015-05-XX	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX101067	?	?	?
KX173842	zika	KX173842	2016-02-11	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX173842	?	?	?
KX197205	zika	KX197205	2015-12-01	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX197205	?	?	?
KX216637	zika	KX216637	2016-XX-XX	South America	Guyana	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX216637	?	?	?
KX247646	zika	KX247646	2016-02-09	South America	Colombia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX247646	?	?	?
KX261854	zika	KX261854	2016-02-XX	South America	Colombia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX261854	?	?	?
KX447510	zika	KX447510	2013-12-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KX447510	?	?	?
KY003155	zika	KY003155	2016-04-XX	Europe	Italy	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY003155	?	?	?
KY014298	zika	KY014298	2016-08-05	North America	United States (USA)	Florida	?	ENA	genome	Florida Department of Health, Florida, USA	https://www.ebi.ac.uk/ena/browser/view/KY014298	?	?	?
KY014300	zika	KY014300	2016-04-20	North America	Dominican Republic	Distrito Nacional	?	ENA	genome	Hospital General de la Plaza de la Salud,	https://www.ebi.ac.uk/ena/browser/view/KY014300	?	?	?
KY014310	zika	KY014310	2016-05-09	North America	Honduras	Francisco Morazan	?	ENA	genome	Hospital Escuela Universitario, Tegucigalpa,	https://www.ebi.ac.uk/ena/browser/view/KY014310	?	?	?
KY042044	zika	KY042044	2016-07-11	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY042044	?	?	?
KY042045	zika	KY042045	2016-07-25	Asia	Viet nam	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY042045	?	?	?
KY075938	zika	KY075938	2016-09-20	North America	United States (USA)	 Miami Beach	 Miami Beach	ENA	genome	Florida Gulf Coast University	https://www.ebi.ac.uk/ena/browser/view/KY075938	?	?	?
KY241685	zika	KY241685	2016-09-12	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241685	?	?	?
KY241702	zika	KY241702	2016-08-27	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241702	?	?	?
KY241709	zika	KY241709	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241709	?	?	?
KY241734	zika	KY241734	2016-08-28	Asia	Singapore	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY241734	?	?	?
KY317936	zika	KY317936	2016-01-16	South America	Colombia	?	?	ENA	genome	Antibody Systems Inc	https://www.ebi.ac.uk/ena/browser/view/KY317936	?	?	?
KY348860	zika	KY348860	1984-11-17	Africa	Senegal	Kedougou	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY348860	?	?	?
KY558989	zika	KY558989	2015-02-23	South America	Brazil	 Rio Grande do Norte	 Rio Grande do Norte	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY558989	?	?	?
KY559018	zika	KY559018	2016-02-25	South America	Brazil	 Tocantins	 Tocantins	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559018	?	?	?
KY559027	zika	KY559027	2016-02-16	South America	Brazil	Rio de Janeiro	?	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559027	?	?	?
KY559031	zika	KY559031	2016-01-XX	South America	Brazil	Rio de Janeiro	?	ENA	genome	ZiBRA team	https://www.ebi.ac.uk/ena/browser/view/KY559031	?	?	?
KY785417	zika	KY785417	2016-04-06	South America	Colombia	Santander	?	ENA	genome	Universidad Industrial de Santander,	https://www.ebi.ac.uk/ena/browser/view/KY785417	?	?	?
KY785444	zika	KY785444	2016-05-31	North America	Honduras	Francisco Morazan	?	ENA	genome	Hospital Escuela Universitario, Tegucigalpa,	https://www.ebi.ac.uk/ena/browser/view/KY785444	?	?	?
KY785448	zika	KY785448	2016-06-10	North America	Honduras	Francisco Morazan	?	ENA	genome	Hospital Escuela Universitario, Tegucigalpa,	https://www.ebi.ac.uk/ena/browser/view/KY785448	?	?	?
KY785459	zika	KY785459	2016-08-15	North America	United States (USA)	?	?	ENA	genome	Massachusetts Department of Public Health,	https://www.ebi.ac.uk/ena/browser/view/KY785459	?	?	?
KY785475	zika	KY785475	2016-04-07	North America	Dominican Republic	Distrito Nacional	?	ENA	genome	Hospital General de la Plaza de la Salud,	https://www.ebi.ac.uk/ena/browser/view/KY785475	?	?	?
KY785476	zika	KY785476	2016-04-18	North America	Dominican Republic	Distrito Nacional	?	ENA	genome	Hospital General de la Plaza de la Salud,	https://www.ebi.ac.uk/ena/browser/view/KY785476	?	?	?
KY785480	zika	KY785480	2016-03-30	South America	Brazil	Rio de Janeiro	?	ENA	genome	Hospital Quinta D'Or, Rio de Janeiro,	https://www.ebi.ac.uk/ena/browser/view/KY785480	?	?	?
KY962729	zika	KY962729	2016-04-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/KY962729	?	?	?
LC217862	zika	LC217862	2016-09-30	Asia	Malaysia	Sabah	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LC217862	?	?	?
LC369584	zika	LC369584	2017-XX-XX	Asia	Japan	 Sagamihara	 Sagamihara	ENA	genome	Takasaki Tomohiko	https://www.ebi.ac.uk/ena/browser/view/LC369584	?	?	?
LP836866	zika	LP836866	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP836866	?	?	?
LP836869	zika	LP836869	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP836869	?	?	?
LP837157	zika	LP837157	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837157	?	?	?
LP837165	zika	LP837165	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837165	?	?	?
LP837231	zika	LP837231	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837231	?	?	?
LP837283	zika	LP837283	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP837283	?	?	?
LP940663	zika	LP940663	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940663	?	?	?
LP940665	zika	LP940665	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940665	?	?	?
LP940727	zika	LP940727	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP940727	?	?	?
LP994736	zika	LP994736	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LP994736	?	?	?
LQ729863	zika	LQ729863	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ729863	?	?	?
LQ868272	zika	LQ868272	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868272	?	?	?
LQ868293	zika	LQ868293	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868293	?	?	?
LQ868302	zika	LQ868302	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LQ868302	?	?	?
LY589875	zika	LY589875	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589875	?	?	?
LY589876	zika	LY589876	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589876	?	?	?
LY589884	zika	LY589884	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY589884	?	?	?
LY683292	zika	LY683292	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LY683292	?	?	?
LZ221256	zika	LZ221256	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/LZ221256	?	?	?
MA142006	zika	MA142006	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MA142006	?	?	?
MF574556	zika	MF574556	2015-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574556	?	?	?
MF574570	zika	MF574570	2015-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574570	?	?	?
MF574580	zika	MF574580	2016-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574580	?	?	?
MF574581	zika	MF574581	2016-12-XX	South America	Colombia	Barranquilla	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF574581	?	?	?
MF692778	zika	MF692778	2016-10-XX	Asia	Taiwan	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF692778	?	?	?
MF801421	zika	MF801421	2016-07-01	North America	Mexico	Chiapas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MF801421	?	?	?
MG808111	zika	MG808111	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808111	?	?	?
MG808131	zika	MG808131	2016-12-XX	Asia	Malaysia	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG808131	?	?	?
MG967273	zika	MG967273	2014-02-28	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MG967273	?	?	?
MH061860	zika	MH061860	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061860	?	?	?
MH061871	zika	MH061871	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH061871	?	?	?
MH130103	zika	MH130103	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130103	?	?	?
MH130108	zika	MH130108	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH130108	?	?	?
MH157198	zika	MH157198	2016-09-28	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157198	?	?	?
MH157202	zika	MH157202	2016-08-10	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157202	?	?	?
MH157213	zika	MH157213	2016-06-23	North America	Mexico	 Chiapas	 Chiapas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH157213	?	?	?
MH718914	zika	MH718914	2012-12-29	Asia	Russian Federation	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MH718914	?	?	?
MK216706	zika	MK216706	2016-03-01	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216706	?	?	?
MK216717	zika	MK216717	2016-02-02	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216717	?	?	?
MK216719	zika	MK216719	2016-02-10	South America	Brazil	 Amazonas	 Amazonas	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK216719	?	?	?
MK269354	zika	MK269354	2016-08-20	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK269354	?	?	?
MK269358	zika	MK269358	2016-09-01	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK269358	?	?	?
MK271813	zika	MK271813	2016-02-13	Asia	Thailand	Phitsanulok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271813	?	?	?
MK271824	zika	MK271824	2016-08-10	Asia	Thailand	Nong Khai	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271824	?	?	?
MK271839	zika	MK271839	2016-02-10	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271839	?	?	?
MK271841	zika	MK271841	2016-05-30	Asia	Thailand	Bangkok	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271841	?	?	?
MK271850	zika	MK271850	2016-09-23	Asia	Thailand	Nonthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271850	?	?	?
MK271868	zika	MK271868	2016-09-02	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271868	?	?	?
MK271870	zika	MK271870	2016-09-02	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271870	?	?	?
MK271874	zika	MK271874	2016-09-20	Asia	Thailand	Chanthaburi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK271874	?	?	?
MK282408	zika	MK282408	2016-09-08	Asia	Thailand	?	?	ENA	genome	H. Appassakij	https://www.ebi.ac.uk/ena/browser/view/MK282408	?	?	?
MK282412	zika	MK282412	2016-09-05	Asia	Thailand	?	?	ENA	genome	H. Appassakij	https://www.ebi.ac.uk/ena/browser/view/MK282412	?	?	?
MK637518	zika	MK637518	2017-10-07	South America	Argentina	Chaco province	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK637518	?	?	?
MK696549	zika	MK696549	2018-06-XX	Asia	China	Jiangxi	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MK696549	?	?	?
MN101548	zika	MN101548	2017-11-11	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN101548	?	?	?
MN170708	zika	MN170708	2018-03-07	South America	Brazil	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN170708	?	?	?
MN185325	zika	MN185325	2016-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN185325	?	?	?
MN473452	zika	MN473452	2016-XX-XX	North America	Canada	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN473452	?	?	?
MN566106	zika	MN566106	2016-05-31	North America	Haiti	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/MN566106	?	?	?
